Position	A1	A2	B1	B2
20064	27.2	60	100	100
20065	100	97.4	94.4	97.1
20066	4	0	0	0
20067	79.3	85.6	31.8	25.1
20068	0	0	0	2.6
20069	100	94.7	2.4	5
20070	0	0	2.9	2.3
20071	0	0	0	0
20072	100	100	100	100
20073	100	100	93.7	96.4
20074	8.3	0	0	0
20075	92.3	77.7	100	100
20076	30.7	28.5	7.1	0
20077	9	0	0	0
20078	0	0	0	0
20079	0	0	0	0
20080	51.3	70.2	10.5	10.6
20081	0	0	0	0
20082	95.6	93.7	91.6	96.2
20083	94.4	100	100	100
20084	0	0	0	3.5
20085	100	100	95.8	100
20086	100	100	100	92.3
20087	0	4.5	0	0
20088	0	0	0	5
20089	0	0	0	0
20090	82.6	89.3	24.9	26.1
20091	0	4.3	0	0
20092	6.6	0	63.6	30.7
20093	0	0	0	0
20094	0	0	0	3.8
20095	0	0	0	0
20096	77.2	80.6	8	7.6
20097	0	0	3.7	0
20098	85.7	82.6	100	96.8
20099	0	0	0	0
20100	90.9	87.8	100	87.8
20101	75	78.9	44.4	48.9
20102	90.9	100	97.2	97.1
20103	100	95.6	100	97
20104	0	8.3	0	0
20105	5.8	0	4.7	0
20106	81.8	100	100	90.9
20107	90.9	100	100	100
20108	0	4.5	0	0
20109	0	0	9	15.3
20110	0	3.5	0	0
20111	100	92.5	2.5	0
20112	93.5	100	16.1	11.4
20113	0	0	0	0
20114	0	0	0	0
20115	0	0	0	0
20116	100	100	100	100
20117	0	0	0	0
20118	10	4.1	0	0
20119	90	73.3	45.4	72.7
20120	0	0	0	0
20121	0	7.6	3	0
20122	49.2	55.6	4.4	3.9
20123	0	0	0	0
20124	100	100	100	100
20125	0	0	0	5.5
20126	85.7	100	100	100
20127	0	0	0	0
20128	0	0	0	0
20129	85.7	81.8	0	0
20130	0	0	0	0
20131	0	0	0	0
20132	94.4	97.1	100	93.7
20133	0	0	0	0
20134	17.6	10	100	100
20135	0	0	0	0
20136	100	100	100	100
20137	95.4	100	100	100
20138	0	4.5	0	0
20139	0	0	0	0
20140	85.7	95.6	100	100
20141	0	0	0	0
20142	100	100	90.9	100
20143	0	0	3.1	0
20144	100	100	6.2	0
20145	0	0	3.2	3
20146	100	100	100	92.8
20147	0	0	0	0
20148	0	0	0	0
20149	0	0	0	7.6
20150	93.3	95.8	100	100
20151	59.2	89.2	21.7	33.3
20152	0	0	0	0
20153	92.8	100	0	0
20154	71.4	75	100	93.3
20155	100	100	94.1	90
20156	0	0	0	0
20157	96.2	94.1	100	95.6
20158	95.8	100	94.7	100
20159	100	92.8	0	0
20160	100	100	92.3	100
20161	85.1	87.7	14.3	12.9
20162	33.3	15.3	0	0
20163	95.8	90.3	93.9	96.8
20164	100	93.3	100	91.6
20165	92.3	100	100	94.1
20166	0	3.4	4	15.7
20167	6.2	0	0	0
20168	0	0	7.6	0
20169	0	0	0	5.5
20170	100	100	0	0
20171	0	0	100	100
20172	0	0	0	0
20173	63.6	75	10	10.4
20174	90.9	88.8	100	100
20175	82.6	84.6	17.2	18.1
20176	0	0	0	0
20177	94.1	100	95.6	92.3
20178	100	100	0	0
20179	10.5	10.8	0	0
20180	100	100	100	100
20181	92.6	88.2	31.8	25
20182	100	100	90.4	94.1
20183	100	100	83.3	56.2
20184	4.1	2.5	0	0
20185	0	0	0	0
20186	89.4	93.5	100	100
20187	77.7	70.5	100	95.2
20188	0	0	100	52.3
20189	0	0	0	0
20190	100	100	94.1	90.4
20191	100	96.4	42.2	39
20192	92.8	75	100	86.6
20193	7.1	8.3	10	0
20194	0	3.5	0	0
20195	0	6.4	0	0
20196	0	0	0	0
20197	0	0	0	0
20198	0	0	0	0
20199	43.1	54.8	7.9	5.1
20200	5.5	12.5	100	100
20201	0	8.3	0	0
20202	100	100	100	100
20203	0	0	0	0
20204	100	82.6	25	14.8
20205	58.3	66.6	100	100
20206	100	100	100	100
20207	0	0	0	0
20208	71.4	80	31.2	10.5
20209	100	89.4	100	95
20210	80	92.3	100	100
20211	0	0	0	0
20212	84.6	76.9	89.4	100
20213	15	22.2	13	5
20214	100	83.3	92.5	94.1
20215	100	100	100	100
20216	0	0	0	0
20217	0	0	0	0
20218	90	93.1	95	86.6
20219	94.4	100	60	66.6
20220	91.5	83.7	15.1	15.3
20221	87.5	90.6	100	100
20222	0	9	0	0
20223	95.2	100	82.7	95.6
20224	83.3	78.2	13.3	4.3
20225	94.1	97.2	100	100
20226	0	0	0	0
20227	0	0	0	0
20228	60	51.2	97.5	97.6
20229	80.6	91	26.2	14.7
20230	67.3	67	9.4	10
20231	94.7	100	0	3.5
20232	77.2	42.8	100	100
20233	92.8	100	68.4	76.4
20234	0	0	0	0
20235	0	0	0	0
20236	0	0	0	0
20237	0	8.3	0	0
20238	0	0	0	0
20239	0	0	0	0
20240	100	90	95.2	100
20241	0	0	15	13.3
20242	81.8	25	69.2	0
20243	0	0	0	0
20244	0	0	0	0
20245	78.5	85.7	30.3	37.5
20246	62.5	56.2	5.2	5
20247	0	8.6	3.5	0
20248	100	93.9	94.4	100
20249	100	96.5	100	100
20250	5.2	14.8	0	0
20251	95.2	100	100	100
20252	0	0	0	0
20253	93.7	88.8	90	100
20254	53.8	58.3	100	100
20255	100	100	100	100
20256	0	0	0	0
20257	86.6	76.4	100	95.2
20258	85.9	91.7	15.5	12.1
20259	100	100	100	100
20260	0	0	0	0
20261	100	96	100	100
20262	92.8	92	2.7	0
20263	100	100	100	100
20264	95.1	93.6	38.6	34.7
20265	0	0	0	0
20266	9	40	0	0
20267	71.4	79.3	100	100
20268	0	0	0	0
20269	100	96.1	100	100
20270	0	0	0	0
20271	100	100	0	0
20272	0	2.5	0	16.6
20273	100	100	92.8	100
20274	92.3	94.7	94.1	93.3
20275	0	0	0	0
20276	8.3	10.5	0	4.7
20277	100	97.4	100	100
20278	92.8	100	8.3	0
20279	5.5	15.7	100	96.5
20280	0	0	0	0
20281	100	100	3.1	5.5
20282	95	92.5	95.2	100
20283	60.8	40.9	0	0
20284	0	3	0	0
20285	0	6.6	0	0
20286	100	90.4	100	100
20287	90	96	95.4	90.9
20288	0	4.1	0	0
20289	95.6	100	100	100
20290	0	0	2.7	0
20291	100	94.7	100	100
20292	6.2	0	0	0
20293	0	0	0	0
20294	0	0	0	0
20295	100	91.3	100	100
20296	0	0	3.7	3.8
20297	95.4	100	100	89.6
20298	96	100	100	100
20299	100	100	4.5	4.1
20300	86.9	84.2	100	95.6
20301	100	100	95.2	100
20302	100	100	100	100
20303	100	100	100	100
20304	0	0	0	0
20305	0	0	0	0
20306	0	0	0	10
20307	70	81.2	78.5	100
20308	0	0	0	0
20309	0	0	0	0
20310	92.8	94.7	0	0
20311	0	3.5	0	4.1
20312	82.4	78.2	11	11.5
20313	100	92.3	28	11.7
20314	84.6	96.4	45.2	41.6
20315	5	12	0	0
20316	0	0	0	0
20317	88.8	92.8	100	100
20318	95	100	100	95.6
20319	0	0	3.5	3.7
20320	100	93.7	100	100
20321	33.3	61.5	100	96.9
20322	0	0	0	0
20323	100	85.7	100	96.5
20324	0	0	0	0
20325	95.4	100	100	94.4
20326	100	100	96.4	93.5
20327	74	86.9	10	10.7
20328	0	0	4.7	0
20329	0	0	0	0
20330	77	88.1	17.2	12.9
20331	0	0	0	6.6
20332	88.8	100	100	100
20333	0	0	0	0
20334	0	0	0	0
20335	0	0	0	0
20336	100	100	100	100
20337	0	0	0	0
20338	25	21.4	3.7	0
20339	92.8	96.1	100	100
20340	100	100	100	100
20341	0	0	0	0
20342	92.3	81.2	100	100
20343	0	0	0	6.6
20344	0	0	0	0
20345	100	95	100	100
20346	62.5	86.9	100	100
20347	63.6	84.2	93.7	92.8
20348	100	100	100	100
20349	89.3	85.5	22.9	17.7
20350	91.3	89.4	91.6	100
20351	0	0	0	0
20352	0	0	0	0
20353	0	0	0	0
20354	100	100	39.1	50
20355	3.5	9.3	4.1	7.1
20356	0	0	0	0
20357	0	0	0	0
20358	5	0	4.5	0
20359	52	82.1	0	0
20360	0	0	0	0
20361	0	0	0	0
20362	0	0	0	5
20363	100	72.7	0	0
20364	0	0	0	0
20365	100	100	87.5	58.3
20366	87.5	88.8	100	100
20367	0	0	33.3	53.3
20368	94.7	100	100	96.1
20369	0	0	0	0
20370	96.5	100	100	97.2
20371	100	100	100	93.7
20372	94.1	92.3	88.2	88.4
20373	5.8	0	0	0
20374	0	0	0	0
20375	0	8.3	0	0
20376	0	0	0	0
20377	94.7	89.4	56.5	73.3
20378	0	0	0	0
20379	0	0	0	0
20380	0	0	0	0
20381	0	0	0	0
20382	0	0	0	0
20383	0	0	0	0
20384	100	94.7	100	100
20385	5.5	5.7	0	0
20386	0	0	0	0
20387	0	0	0	0
20388	81.2	100	88.2	100
20389	100	40	100	100
20390	8.3	5.5	0	0
20391	20	6.8	0	0
20392	0	0	0	0
20393	5	0	21.4	14.2
20394	0	0	0	0
20395	0	0	0	0
20396	0	0	0	0
20397	71.4	77.2	88.4	100
20398	93.3	95.6	100	100
20399	0	0	0	0
20400	90.5	93.4	22.6	18.1
20401	9	27.2	100	100
20402	5	0	0	0
20403	95.6	95.6	23	17.8
20404	0	0	5.2	0
20405	0	2.3	0	4.7
20406	78.9	93.7	100	100
20407	0	0	0	0
20408	0	4.7	0	0
20409	0	0	0	2
20410	84.2	91.3	100	93.7
20411	0	0	0	4.5
20412	60.8	63.6	0	0
20413	0	0	0	0
20414	95	94.4	95.4	100
20415	100	90.3	100	100
20416	0	0	0	0
20417	0	0	0	0
20418	0	0	0	0
20419	0	0	0	0
20420	0	0	0	0
20421	90.9	91.6	100	100
20422	0	0	0	0
20423	53.3	41.6	58.3	95
20424	94.7	93.3	100	100
20425	100	94.4	100	100
20426	100	100	78.1	93.7
20427	89.4	72.9	100	96.6
20428	9.5	0	0	0
20429	0	0	0	0
20430	26	12.5	4.1	0
20431	0	0	0	0
20432	0	0	0	0
20433	0	0	0	0
20434	100	95.4	100	100
20435	70.4	80	13.3	4.6
20436	0	0	100	97.3
20437	31.5	8.3	0	0
20438	20	17.6	0	0
20439	77.7	100	100	88.8
20440	0	0	0	0
20441	100	95.2	91.6	59
20442	0	0	0	0
20443	0	0	96.4	100
20444	100	100	100	100
20445	90.9	93.3	91.6	100
20446	96.1	100	96.9	97.3
20447	0	0	0	0
20448	92.3	95.2	100	100
20449	0	0	0	0
20450	9.5	5.8	0	0
20451	100	88.2	57.1	59
20452	100	100	100	100
20453	80	100	100	90.9
20454	70.5	100	94.7	100
20455	0	0	0	0
20456	68.1	77.2	100	100
20457	0	0	0	0
20458	100	95.8	100	77.7
20459	0	0	0	0
20460	4	4	0	0
20461	0	0	0	0
20462	92.8	95	92.5	100
20463	0	4.5	0	0
20464	60	48.4	94.1	100
20465	9.5	0	0	0
20466	100	100	92.8	100
20467	0	0	0	0
20468	94.7	48	3.4	0
20469	81.2	85	100	84.2
20470	100	100	100	100
20471	0	0	0	0
20472	0	5	6.2	0
20473	30.7	100	100	94.1
20474	0	0	0	0
20475	50	100	84	50
20476	71.4	65.5	100	100
20477	0	0	6.2	0
20478	94.1	100	100	96.5
20479	0	0	0	0
20480	85.7	96	60	65.2
20481	96.1	88	100	100
20482	100	97.5	100	100
20483	100	95.4	33.3	6
20484	0	0	0	0
20485	100	100	94.7	100
20486	91.6	100	97.4	96.7
20487	0	0	12.5	12
20488	94.4	100	6.2	30.4
20489	0	0	0	0
20490	84.6	100	100	100
20491	0	0	0	0
20492	85	100	0	3.4
20493	92.3	100	100	81.2
20494	76.9	50	14.2	0
20495	0	0	0	0
20496	0	0	0	0
20497	0	0	0	0
20498	100	100	100	95
20499	0	0	0	0
20500	0	0	5.8	0
20501	100	85	92.8	100
20502	100	100	80	100
20503	100	94.1	15.7	15
20504	0	0	0	0
20505	92.3	91.3	25	3.2
20506	100	100	95.2	95
20507	0	0	0	0
20508	0	0	96.1	100
20509	0	0	4.7	0
20510	0	0	0	0
20511	100	100	100	100
20512	100	100	100	100
20513	0	0	0	0
20514	0	0	0	0
20515	0	0	0	0
20516	100	100	100	100
20517	0	0	0	0
20518	6.6	8	0	0
20519	0	0	0	0
20520	89.4	90.4	100	91.6
20521	100	95	100	88.2
20522	0	8.3	0	0
20523	100	95.2	100	96
20524	90.9	81.2	100	100
20525	93.3	80	100	100
20526	93.7	100	100	100
20527	0	0	0	0
20528	0	9	100	94.4
20529	0	0	0	0
20530	0	0	0	0
20531	0	0	0	0
20532	0	0	0	0
20533	0	0	0	0
20534	0	0	0	0
20535	0	0	0	0
20536	0	0	0	0
20537	0	0	0	0
20538	0	0	0	8.3
20539	0	0	0	0
20540	0	0	0	0
20541	0	0	0	0
20542	0	0	0	0
20543	0	0	0	0
20544	0	0	0	0
20545	0	0	0	0
20546	0	0	0	0
20547	6.2	0	0	7.1
20548	0	0	0	0
20549	0	0	0	0
20550	0	0	93.7	92.1
20551	0	2.5	6.2	6
20552	100	100	100	95
20553	0	0	0	0
20554	0	0	0	0
20555	0	0	0	0
20556	100	100	100	85.7
20557	100	94.7	92.3	89.4
20558	95	100	14.8	10.2
20559	84.6	93.7	94.1	91.6
20560	0	0	0	0
20561	0	0	0	0
20562	88.2	91.3	93.9	100
20563	0	0	0	0
20564	100	100	0	0
20565	0	0	0	0
20566	100	93.7	8.3	0
20567	100	95	0	0
20568	92.8	90	100	100
20569	0	0	0	0
20570	91.6	100	6.2	0
20571	94.1	84.6	100	38.8
20572	95.4	93.7	100	78.9
20573	100	100	100	100
20574	0	0	0	0
20575	87.5	100	100	96
20576	100	100	100	100
20577	100	95	100	90
20578	8.6	0	0	0
20579	0	0	0	0
20580	57.1	62.8	0	6.6
20581	88.8	90	4	9
20582	0	0	0	0
20583	79.1	74.1	8.6	0
20584	0	9	0	0
20585	80	80.9	0	9.3
20586	94.7	92.8	94.4	96.9
20587	0	0	0	0
20588	0	0	0	0
20589	100	100	100	100
20590	76.9	80.6	26.5	16.2
20591	90	100	100	100
20592	0	0	0	0
20593	29.4	10.5	100	100
20594	0	0	0	0
20595	0	0	0	0
20596	0	0	3.4	0
20597	95.8	94.7	100	100
20598	0	0	0	0
20599	0	0	0	0
20600	80	72.2	100	92.8
20601	0	0	0	0
20602	0	0	0	0
20603	88	85.2	20	14.2
20604	89.4	100	96.9	91.1
20605	95	96.1	95	100
20606	100	100	91.6	100
20607	88	95.8	100	100
20608	88	91.3	100	100
20609	0	0	0	0
20610	0	0	0	0
20611	81.2	78.5	100	100
20612	95.4	100	100	100
20613	16.6	27.7	0	0
20614	0	0	0	15.3
20615	77.1	83.3	19	13.7
20616	0	0	0	0
20617	90	100	100	100
20618	100	100	100	100
20619	0	0	0	0
20620	0	0	0	0
20621	81.2	86.3	100	95.6
20622	0	31.2	0	100
20623	7.6	14.2	0	0
20624	84.6	100	100	94.4
20625	0	8.3	0	0
20626	0	0	0	0
20627	0	0	0	0
20628	5.5	0	0	0
20629	0	0	5.2	0
20630	12.5	0	0	0
20631	87.5	91.3	96	100
20632	0	0	0	0
20633	0	0	0	0
20634	83.3	100	100	95.8
20635	90.9	90.9	96.1	100
20636	100	90.9	100	100
20637	73	82.3	38.4	100
20638	0	0	0	0
20639	96.9	100	100	88.8
20640	100	100	100	100
20641	100	100	96.8	94.1
20642	7.6	6.6	13.3	5
20643	0	0	0	0
20644	100	100	100	96.5
20645	0	0	0	0
20646	100	100	100	86.6
20647	100	100	95	93.3
20648	0	0	0	0
20649	92.3	84.6	100	100
20650	0	15	0	0
20651	87.5	100	69.2	65
20652	100	100	95.6	96.6
20653	0	0	0	0
20654	0	0	8.6	0
20655	100	100	91.3	95.2
20656	7.1	0	0	0
20657	0	0	0	0
20658	0	48.7	7.6	5
20659	0	0	0	0
20660	0	0	0	4.7
20661	78.9	93.3	0	0
20662	0	0	0	0
20663	0	0	0	0
20664	72.5	69	10.2	3.4
20665	100	100	100	95.4
20666	0	0	0	0
20667	100	91.6	0	0
20668	100	100	100	100
20669	100	100	100	100
20670	0	0	0	0
20671	80	0	40	60
20672	5.5	0	0	0
20673	92.3	100	94.4	91.3
20674	0	3.2	0	0
20675	90.9	90.4	94.1	100
20676	95.2	83.8	100	97.7
20677	100	97.2	96.5	96.7
20678	0	0	0	0
20679	0	0	0	0
20680	0	8.3	0	0
20681	0	0	0	0
20682	0	4.1	0	0
20683	0	0	0	0
20684	77.4	72.8	5.6	3.7
20685	0	3.4	4.7	0
20686	0	0	0	0
20687	45.4	45.7	0	0
20688	0	0	0	0
20689	100	100	91.6	77.2
20690	0	0	0	0
20691	0	0	0	0
20692	30.4	21.7	100	100
20693	74.5	60.3	11.4	19.1
20694	0	0	0	0
20695	90	100	92.3	95
20696	93.7	96.1	100	100
20697	0	0	0	0
20698	0	0	0	0
20699	100	100	41.6	27.2
20700	88.8	91.5	19	19.6
20701	100	100	100	100
20702	86.6	31.2	0	0
20703	0	0	0	0
20704	0	3.5	0	0
20705	0	0	0	0
20706	100	100	100	100
20707	62.1	65.5	11.3	10.2
20708	0	0	0	0
20709	0	0	0	0
20710	0	0	0	0
20711	100	93.3	100	83.3
20712	0	3.5	0	0
20713	0	0	0	0
20714	0	0	0	0
20715	87.5	88.2	91.6	84
20716	85.7	94.8	28	20
20717	41.6	45	100	93.7
20718	100	100	100	93.7
20719	100	100	91.6	93.1
20720	94.1	95.6	100	100
20721	90.9	93.5	100	88
20722	100	100	0	0
20723	100	100	100	100
20724	100	94.7	21.7	42.8
20725	10.5	15.3	100	96.4
20726	0	0	0	0
20727	0	0	0	0
20728	5.2	0	0	0
20729	95	100	100	100
20730	0	0	0	0
20731	93.3	100	35.2	70
20732	90	100	100	100
20733	0	0	0	0
20734	0	0	2.8	0
20735	0	3.4	0	0
20736	90.4	88.7	48.9	47.6
20737	100	100	100	92.8
20738	0	5.5	0	0
20739	8.3	12	100	100
20740	95.4	90.9	94.1	100
20741	0	0	0	0
20742	89.4	93.1	100	100
20743	80	92.8	33.3	30
20744	5.5	6.2	0	0
20745	94.1	96.1	0	0
20746	0	0	0	0
20747	0	5.2	0	0
20748	87.5	100	95.4	100
20749	87.3	95	43.3	45.3
20750	90	93.1	0	0
20751	0	0	0	0
20752	0	0	0	0
20753	92.8	96.1	100	100
20754	0	3.1	0	0
20755	0	0	0	0
20756	5.8	7.6	0	0
20757	0	0	5.5	0
20758	13.3	0	0	0
20759	0	0	76.1	68.1
20760	95	91.6	0	6.2
20761	21.7	37.9	0	0
20762	0	4.1	0	4
20763	56	51.7	0	0
20764	100	100	96.8	95.3
20765	0	0	0	0
20766	0	0	0	0
20767	0	0	0	0
20768	0	0	0	0
20769	100	96	100	100
20770	94.5	84.2	19.5	10
20771	100	100	100	100
20772	0	0	0	0
20773	0	0	0	0
20774	5.8	0	0	0
20775	0	3.3	0	0
20776	92.3	100	96.2	96.1
20777	0	0	2.7	0
20778	35.7	54.5	0	0
20779	0	0	0	0
20780	0	5.2	0	0
20781	92.3	88.8	85.7	72.7
20782	0	0	0	3.5
20783	100	100	100	100
20784	0	0	0	0
20785	94.4	93.1	0	0
20786	0	0	0	0
20787	0	3.1	0	0
20788	0	0	0	0
20789	91.6	93.7	84.6	100
20790	76.9	100	100	94.7
20791	75	57.8	100	100
20792	0	0	0	0
20793	0	0	0	0
20794	95	91.3	100	100
20795	7.6	2.4	6	0
20796	0	0	0	0
20797	0	9	0	0
20798	0	0	0	0
20799	76.9	95.2	100	100
20800	0	0	0	0
20801	90	100	76.1	94.4
20802	0	0	4.5	0
20803	92	100	100	100
20804	0	0	0	0
20805	95	93.7	3	5.5
20806	0	0	0	0
20807	94.1	92.5	100	100
20808	0	0	0	9
20809	0	7.1	0	0
20810	0	0	0	0
20811	0	0	0	0
20812	100	66.6	91.6	85.7
20813	71.8	66.6	100	100
20814	0	0	0	0
20815	81.8	88.4	66.6	36.6
20816	58.8	57.8	100	88.8
20817	9.6	20	0	0
20818	0	0	0	0
20819	0	0	0	0
20820	100	100	91.6	100
20821	12.5	0	0	0
20822	63.1	46.8	86.6	70
20823	0	0	0	0
20824	0	0	0	0
20825	0	0	0	0
20826	8.3	0	0	0
20827	83.3	100	100	95.2
20828	90.9	89.4	100	100
20829	0	0	10	0
20830	0	6.6	0	0
20831	87.5	90.9	0	0
20832	100	100	100	100
20833	0	0	0	0
20834	0	0	0	0
20835	0	0	0	0
20836	90	63.3	0	17.2
20837	4.3	3	0	0
20838	0	0	0	0
20839	0	0	0	0
20840	100	100	93.7	100
20841	92.3	96.1	100	100
20842	100	92.3	100	96.1
20843	0	0	0	0
20844	0	0	0	0
20845	0	0	0	0
20846	80	96.1	96	100
20847	81.4	86.6	100	100
20848	0	0	0	0
20849	0	0	0	0
20850	81.8	93.3	0	0
20851	100	93.3	100	100
20852	0	0	0	0
20853	0	0	0	0
20854	92.9	91.5	30.6	27.3
20855	100	95.6	100	95.4
20856	100	95.6	100	100
20857	0	0	0	3.3
20858	0	0	0	2.7
20859	0	0	9	0
20860	100	0	50	0
20861	0	0	0	0
20862	81.8	92.8	57.1	68.9
20863	0	0	0	0
20864	0	0	4.3	0
20865	0	0	0	0
20866	0	0	0	0
20867	93.3	95.2	94.4	96.4
20868	100	100	100	96.6
20869	93.7	81.8	100	100
20870	0	0	4.7	0
20871	0	0	0	0
20872	0	5	0	0
20873	0	55	66.6	50
20874	92.8	75	100	96.1
20875	0	0	0	0
20876	94.1	100	100	91.6
20877	100	100	83.3	63.6
20878	0	5	0	0
20879	90.4	95.8	100	93.7
20880	0	0	0	0
20881	100	100	100	100
20882	0	0	0	7.1
20883	87.5	70.8	100	92.3
20884	0	0	0	0
20885	0	0	0	0
20886	0	0	0	0
20887	21.4	23.5	0	0
20888	100	100	96.1	100
20889	100	95	100	100
20890	0	5.5	6.2	0
20891	100	100	100	100
20892	0	0	0	0
20893	90	94.1	10.5	8.6
20894	6.6	5.5	0	0
20895	5.2	18.1	6.8	9.5
20896	100	100	100	100
20897	66.6	91.6	100	96.1
20898	0	0	0	0
20899	100	89.4	100	100
20900	0	0	0	0
20901	0	0	0	0
20902	68.7	69.5	0	0
20903	8.3	0	6.6	0
20904	69.5	78.1	17.8	11.7
20905	39.1	60	92.5	100
20906	100	100	100	100
20907	95.8	92.4	29.6	18.9
20908	95	84.2	86.3	56
20909	67.7	82.9	4.8	3.5
20910	0	0	0	0
20911	91.6	96	100	100
20912	0	0	0	0
20913	0	0	100	100
20914	0	0	96.4	100
20915	95	100	100	100
20916	96.4	92.3	32.1	35.8
20917	0	0	0	0
20918	100	100	50	33.3
20919	13.3	25	0	5.8
20920	100	100	100	100
20921	0	0	0	0
20922	100	100	100	94.1
20923	0	0	0	0
20924	0	0	0	0
20925	0	0	18.1	0
20926	0	0	0	0
20927	93.3	80	100	91.6
20928	94.7	100	54.1	45.7
20929	0	0	0	0
20930	100	85.7	25	9.6
20931	0	0	0	0
20932	94.1	95.6	100	85.7
20933	100	100	70	81.8
20934	92.8	100	100	100
20935	90.9	100	100	100
20936	0	0	4.7	0
20937	4.7	6.4	0	0
20938	0	0	0	0
20939	0	0	0	0
20940	0	0	0	0
20941	0	0	0	0
20942	0	0	0	0
20943	100	93.3	96	100
20944	100	93.7	100	100
20945	92.3	100	100	88.2
20946	0	0	0	0
20947	0	5.5	0	0
20948	100	91.6	91.6	100
20949	72	64.1	7.4	7
20950	100	100	100	100
20951	4.3	15.7	18.1	11.7
20952	92.8	100	100	90.4
20953	17	21.2	0	0
20954	88.8	90.3	100	100
20955	100	100	100	92
20956	68.4	80	0	3.6
20957	13.3	4.7	94.4	100
20958	0	0	4.5	0
20959	100	93.7	0	0
20960	100	95	100	100
20961	0	0	0	0
20962	0	0	0	0
20963	0	0	0	0
20964	90	100	31	55.5
20965	0	0	0	0
20966	0	3.4	0	0
20967	0	0	0	0
20968	94.1	95.4	0	0
20969	96.6	97.4	92	95.2
20970	0	2.5	0	0
20971	0	0	0	3.2
20972	88.2	96.6	100	100
20973	0	0	0	0
20974	0	0	0	0
20975	80	64.7	88.2	100
20976	79.1	90	15.3	16.9
20977	0	0	0	0
20978	13	8.6	5.5	6.6
20979	0	86.6	0	0
20980	40	5.5	0	0
20981	21	26.6	95.2	100
20982	6.6	22.2	5.5	0
20983	0	0	0	0
20984	100	90	94.4	100
20985	94.7	86.3	93.7	100
20986	0	0	0	0
20987	93.7	88.2	5.5	0
20988	0	0	0	0
20989	0	0	0	0
20990	83.3	73.6	92.3	94.4
20991	0	0	0	0
20992	95.8	100	100	100
20993	88.8	100	100	100
20994	0	0	7.6	0
20995	0	8.3	0	0
20996	0	0	0	0
20997	100	100	100	100
20998	100	100	92.8	88.8
20999	90	100	100	100
21000	96.2	92.8	30.4	11.1
21001	0	0	0	0
21002	100	94.7	0	12.5
21003	0	0	0	0
21004	0	0	0	0
21005	95	94.4	92.3	100
21006	0	0	0	5.2
21007	100	91.6	97	94.8
21008	0	0	0	0
21009	95.6	92	100	95.2
21010	100	100	16.6	28.5
21011	100	100	100	100
21012	0	0	0	0
21013	100	100	100	94.1
21014	100	96.9	100	89.6
21015	0	0	0	0
21016	66.6	91.6	100	91.3
21017	85.7	100	0	0
21018	0	0	5	0
21019	7.1	0	0	0
21020	0	0	0	0
21021	56.2	26.6	4.7	0
21022	0	0	38.4	0
21023	100	100	100	100
21024	0	0	4.7	0
21025	0	0	0	0
21026	0	0	0	0
21027	0	0	4	0
21028	100	94.1	100	100
21029	0	0	0	0
21030	0	0	0	0
21031	0	3.8	0	0
21032	0	0	10.5	9.5
21033	0	0	0	0
21034	77.7	93.1	100	93.3
21035	0	0	0	0
21036	100	81.2	100	100
21037	94.4	92.5	100	100
21038	0	0	0	0
21039	10	7.6	100	100
21040	56	54.1	95	96.5
21041	0	0	0	3.7
21042	94.7	96.1	0	0
21043	100	100	23	61.5
21044	100	85.7	0	5.5
21045	6.8	5.5	0	0
21046	0	0	0	0
21047	0	0	0	0
21048	92.9	91	56.3	57.5
21049	100	100	90.9	100
21050	92.8	100	100	100
21051	31.5	15	0	0
21052	100	100	0	6
21053	95.6	47.8	88.8	53.8
21054	0	6.6	0	0
21055	93.3	90	100	100
21056	100	100	100	100
21057	0	0	0	0
21058	33.3	25	0	0
21059	100	100	0	0
21060	0	0	0	0
21061	100	100	100	100
21062	100	100	100	100
21063	95.4	100	100	100
21064	63.6	72.7	8.3	4.5
21065	100	100	100	94.1
21066	96	96.1	95.6	100
21067	0	0	0	0
21068	100	100	0	8.1
21069	92.8	85.7	84.6	73.3
21070	0	0	0	0
21071	0	0	0	0
21072	0	14.2	100	100
21073	100	100	100	100
21074	4.3	0	0	0
21075	100	100	100	97
21076	100	90.9	100	95
21077	0	0	4	0
21078	0	0	0	2.8
21079	0	0	0	0
21080	94.4	100	100	100
21081	0	0	0	0
21082	6.6	5.5	0	0
21083	0	0	0	4.3
21084	33.3	12.5	0	0
21085	0	0	7.6	0
21086	0	0	0	0
21087	94.3	97.5	46.2	28.2
21088	0	0	0	0
21089	86.6	100	95.2	100
21090	100	100	81.4	75
21091	0	20	16.6	0
21092	0	2.7	0	0
21093	5	4.7	4.1	0
21094	88.8	87	10.5	11.5
21095	0	0	0	0
21096	90	90	100	35.2
21097	96.7	98.5	53.3	48
21098	0	0	0	0
21099	23	18.7	12.5	42.8
21100	0	0	0	0
21101	94.4	100	7.1	0
21102	0	0	0	0
21103	90.4	95	100	100
21104	100	100	92.8	100
21105	48	75	11.5	17.8
21106	100	90.9	100	100
21107	86.6	96.5	82.3	72.7
21108	100	100	100	88.2
21109	96	86	25	33.3
21110	100	95.4	25	21.4
21111	81.2	100	100	100
21112	100	100	100	100
21113	0	0	0	0
21114	92.3	100	92.8	100
21115	81.8	90.4	95.2	100
21116	0	0	0	0
21117	94.4	100	0	0
21118	0	4.5	4.3	3.4
21119	93.3	100	100	100
21120	0	3.2	0	0
